,Democrat,Republican,Other,State,Year,Democrat Incumbent,Democrat Votes,Republican Incumbent,Republican Votes
3238,Barbara Cooper,George T. Edwards,,Tennessee,2016,True,14945,False,5442
3239,Karen Camper,No candidate,,Tennessee,2016,True,1,False,0
3240,Larry Miller,No candidate,"Orrden Williams, Jr.: 2,834 (Ind.)",Tennessee,2016,True,14918,False,0
3241,Heather C. Hensley,Roger Kane,,Tennessee,2016,False,8305,True,19735
3242,"John DeBerry, Jr.",No candidate,,Tennessee,2016,True,1,False,0
3243,Raumesh Akbari,Samuel Watkins,,Tennessee,2016,True,14580,False,3125
3244,Tamra King,Thomas R. Tillis,,Tennessee,2016,False,5693,False,16475
3245,G.A. Hardaway,No candidate,"William King: 2,666 (Ind.)",Tennessee,2016,True,13832,False,0
3246,Daniel Harris,Ron M. Gant,,Tennessee,2016,False,6088,False,20006
3247,No candidate,Mark Lovell,,Tennessee,2016,False,0,False,1
3248,Dwayne Thompson,Stephen McManus,,Tennessee,2016,False,14150,True,13785
3249,No candidate,Jim Coley,,Tennessee,2016,False,0,True,1
3250,Antonio Parkinson,No candidate,,Tennessee,2016,True,1,False,0
3251,No candidate,Ron Lollar,,Tennessee,2016,False,0,True,1
3252,No candidate,Gary VanDeaver,,Texas,2016,False,0,True,49840
3253,No candidate,Dan Flynn,,Texas,2016,False,0,True,54605
3254,No candidate,"Cecil Bell, Jr.",,Texas,2016,False,0,True,56737
3255,No candidate,Lance Gooden,,Texas,2016,False,0,False,52089
3256,No candidate,Cole Hefner,,Texas,2016,False,0,False,51428
3257,No candidate,Matt Schaefer,,Texas,2016,False,0,True,46382
3258,No candidate,Jay Dean,,Texas,2016,False,0,False,45026
3259,No candidate,Byron Cook,,Texas,2016,False,0,True,43240
3260,No candidate,Chris Paddie,,Texas,2016,False,0,True,53172
3261,No candidate,John Wray,"Chuck Richter: 7,773 (L)",Texas,2016,False,0,True,51729
3262,Stephen J. Wright,Travis Clardy,,Texas,2016,False,14276,True,42481
3263,No candidate,Kyle Kacal,,Texas,2016,False,0,True,38826
3264,Cecil R. Webster,Leighton Schubert,,Texas,2016,False,14965,True,55073
3265,No candidate,John Raney,,Texas,2016,False,0,True,37330
3266,No candidate,Mark Keough,,Texas,2016,False,0,True,65439
3267,No candidate,Will Metcalf,,Texas,2016,False,0,True,55968
3268,No candidate,John Cyrier,,Texas,2016,False,0,True,41694
3269,No candidate,Ernest Bailes,"Evan Nagel: 5,581 (L)",Texas,2016,False,0,False,40966
3270,No candidate,James White,,Texas,2016,False,0,True,58542
3271,No candidate,Terry Wilson,,Texas,2016,False,0,False,61745
3272,No candidate,Dade Phelan,,Texas,2016,False,0,True,54753
3273,Joe Deshotel,No candidate,,Texas,2016,True,38009,False,0
3274,Lloyd Criss,Wayne Faircloth,,Texas,2016,False,25501,True,36501
3275,No candidate,Greg Bonnen,,Texas,2016,False,0,True,59789
3276,No candidate,Dennis Bonnen,,Texas,2016,False,0,True,44280
3277,L. DeMerchant,Rick Miller,,Texas,2016,False,28910,True,39693
3278,Ron Reynolds,Ken Bryant,,Texas,2016,True,45718,False,21536
3279,No candidate,John Zerwas,,Texas,2016,False,0,True,56822
3280,John T. Floyd,Ed Thompson,,Texas,2016,False,28505,True,44713
3281,No candidate,Geanie Morrison,,Texas,2016,False,0,True,47975
3282,Ryan Guillen,No candidate,,Texas,2016,True,30829,False,0
3283,No candidate,Todd Hunter,,Texas,2016,False,0,True,40435
3284,Karen Jacobs,Justin Holland,"Rick Donaldson: 2,783 (L)",Texas,2016,False,24199,False,56802
3285,Abel Herrero,No candidate,,Texas,2016,True,33221,False,0
3286,Oscar Longoria,No candidate,,Texas,2016,True,25812,False,0
3287,"Sergio Munoz, Jr.",No candidate,,Texas,2016,True,29633,False,0
3288,Rene Oliveira,No candidate,,Texas,2016,True,26587,False,0
3289,"Eddie Lucio, III",No candidate,,Texas,2016,True,30850,False,0
3290,Armando Martinez,No candidate,,Texas,2016,True,29713,False,0
3291,Terry Canales,Maricela De Leon,,Texas,2016,True,23257,False,8266
3292,Robert Guerra,Hilda Garza De Shazo,,Texas,2016,True,24863,False,18924
3293,Richard Raymond,No candidate,,Texas,2016,True,35124,False,0
3294,Marisa Yvette Garcia-Utley,J.M. Lozano,,Texas,2016,False,19735,True,31040
3295,Robert M. Bohmfalk,John Kuempel,,Texas,2016,False,20411,True,53997
3296,No candidate,Jason Isaac,,Texas,2016,False,0,True,47937
3297,Dawnna Dukes,Gabriel Nila,"Adam Michael Greely: 2,178 (G) Kevin Ludlow: 3,445 (L)",Texas,2016,True,37457,False,10209
3298,Ana Jordan,Paul Workman,"Scott McKinlay: 4,838 (L)",Texas,2016,False,42635,True,54785
3299,Donna Howard,No candidate,"Ben Easton: 15,702 (L)",Texas,2016,True,60512,False,0
3300,Gina Hinojosa,No candidate,"Rick Perkins: 12,631 (L)",Texas,2016,False,68398,False,0
3301,Celia Israel,Ceasar Ruiz,,Texas,2016,True,43637,False,24882
3302,Eddie Rodriguez,No candidate,"Kat Gruene: 6,162 (G)",Texas,2016,True,42082,False,0
3303,No candidate,Larry Gonzales,"Henry Knetsar: 13,082 (L)",Texas,2016,False,0,True,40329
3304,Stephanie Lochte Ertel,Andrew Murr,"Brian Holk: 2,170 (L)",Texas,2016,False,14256,True,54741
3305,Sandra Blankenship,Scott Cosper,,Texas,2016,False,23794,False,28894
3306,No candidate,Hugh Shine,,Texas,2016,False,0,False,35950
3307,No candidate,Charles Anderson,"Clif Deuvall: 6,840 (L)",Texas,2016,False,0,True,43979
3308,No candidate,Trent Ashby,,Texas,2016,False,0,True,47916
3309,No candidate,DeWayne Burns,,Texas,2016,False,0,True,54149
3310,No candidate,J.D. Sheffield,,Texas,2016,False,0,True,43217
3311,No candidate,Mike Lang,,Texas,2016,False,0,False,61668
3312,No candidate,Phil King,,Texas,2016,False,0,True,70708
3313,No candidate,Larry Phillips,,Texas,2016,False,0,True,50076
3314,No candidate,Tan Parker,,Texas,2016,False,0,True,64120
3315,Connor Flanagan,Lynn Stucky,,Texas,2016,False,26288,False,42158
3316,Alex Mendoza,Ron Simmons,,Texas,2016,False,26759,True,34418
3317,Gnanse Nelson,Matt Shaheen,"Shawn Jones: 2,726 (L)",Texas,2016,False,27240,True,40368
3318,Scott Coleman,Jeff Leach,"Ray Brewer: 2,704 (L)",Texas,2016,False,29036,True,41440
3319,No candidate,Drew Springer,,Texas,2016,False,0,True,50625
3320,No candidate,James Frank,,Texas,2016,False,0,True,41640
3321,John Bryant,Scott Sanford,"Emmett Merwin: 598 (G) Rachel Wester: 3,160 (L)",Texas,2016,False,24057,True,56684
3322,Pierce LoPachin,Stan Lambert,,Texas,2016,False,10647,False,44335
3323,No candidate,Drew Darby,,Texas,2016,False,0,True,46571
3324,No candidate,Kyle Biedermann,,Texas,2016,False,0,False,77592
3325,Poncho Nevarez,No candidate,,Texas,2016,True,31724,False,0
3326,Mary Gonzalez,No candidate,,Texas,2016,True,32576,False,0
3327,Cesar Blanco,No candidate,,Texas,2016,True,32956,False,0
3328,Evelina Ortega,No candidate,,Texas,2016,False,28819,False,0
3329,Joseph Moody,Jeffrey Lane,,Texas,2016,True,31185,False,18030
3330,Joe Pickett,No candidate,,Texas,2016,True,35427,False,0
3331,Tracy King,No candidate,,Texas,2016,True,32548,False,0
3332,No candidate,Brooks Landgraf,,Texas,2016,False,0,True,37306
3333,No candidate,Tom Craddick,,Texas,2016,False,0,True,47432
3334,No candidate,Dustin Burrows,,Texas,2016,False,0,True,53437
3335,No candidate,John Frullo,,Texas,2016,False,0,True,35627
3336,John Davis,Phil Stephenson,,Texas,2016,False,23334,True,35594
3337,No candidate,John Smithee,,Texas,2016,False,0,True,58050
3338,No candidate,Four Price,,Texas,2016,False,0,True,38067
3339,No candidate,Ken King,,Texas,2016,False,0,True,41209
3340,Denise Hamilton,Jodie Laubenberg,"Bob Worthington: 2,890 (L)",Texas,2016,False,24861,True,48341
3341,"Ramon Romero, Jr.",No candidate,,Texas,2016,True,20925,False,0
3342,No candidate,Stephanie Klick,,Texas,2016,False,0,True,43601
3343,Kim K. Leach,Jonathan Stickland,"Travis Christal: 1,171 (G) Leah Sees: 2,428 (L)",Texas,2016,False,24806,True,35622
3344,Nancy Bean,Matt Krause,,Texas,2016,False,23987,True,37002
3345,No candidate,Tony Tinderholt,"Jessica Pallett: 14,037 (L)",Texas,2016,False,0,True,39224
3346,Nicole Collier,Albert McDaniel,,Texas,2016,True,35246,False,11376
3347,Sandra D. Lee,Bill Zedler,,Texas,2016,False,29434,True,38991
3348,Elizabeth Tarrant,Craig Goldman,"Patrick Wentworth: 2,531 (L)",Texas,2016,False,27019,True,39537
3349,Maricela Sanchez Chibli,Giovanni Capriglione,,Texas,2016,False,21547,True,65348
3350,No candidate,Charlie Geren,"Dan Hawkins: 9,393 (L)",Texas,2016,False,0,True,45201
3351,Eric Johnson,No candidate,"Heather Marcus: 4,965 (L)",Texas,2016,True,33198,False,0
3352,Chris Turner,Carlos Garza,,Texas,2016,True,30591,False,15530
3353,Laura Irvin,Linda Koop,,Texas,2016,True,26208,True,31595
3354,Rafael Anchia,No candidate,,Texas,2016,True,3323,False,0
3355,Roberto Alonzo,No candidate,,Texas,2016,True,26751,False,0
3356,Terry Meza,Rodney Anderson,,Texas,2016,False,23656,True,23720
3357,No candidate,Pat Fallon,"Rodney Caston: 13,209 (L)",Texas,2016,False,0,True,55596
3358,Victoria Neave,Kenneth Sheets,,Texas,2016,False,27922,True,27086
3359,No candidate,Morgan Meyer,"Scott Smith: 18,131 (L)",Texas,2016,False,0,True,47799
3360,Helen Giddings,A. Denise Russell,,Texas,2016,True,53458,False,11155
3361,Toni Rose,No candidate,,Texas,2016,True,31380,False,0
3362,Yvonne Davis,Chad O. Jackson,,Texas,2016,True,44918,False,12520
3363,Jack Blackshear,Angie Chen Button,,Texas,2016,False,23351,True,31234
3364,Rhetta Andrews Bowers,Cindy Burkett,,Texas,2016,False,24795,True,30501
3365,Jim Burke,Jason Villalba,"Anthony Holan: 2,502 (L)",Texas,2016,False,27367,True,37588
3366,Dorotha M. Ocker,Matt Rinaldi,,Texas,2016,False,28939,True,29987
3367,Diana Arevalo,No candidate,,Texas,2016,False,36772,False,0
3368,Philip Cortez,Rick Galindo,,Texas,2016,False,29319,True,27783
3369,Tomas Uresti,John Lujan,,Texas,2016,False,25632,True,20831
3370,Roland Gutierrez,No candidate,,Texas,2016,True,33384,False,0
3371,Barbara Gervin-Hawkins,No candidate,"Laura Thompson: 9,072 (I) (Ind.)",Texas,2016,False,31510,False,0
3372,No candidate,Joe Straus,,Texas,2016,False,0,True,56970
3373,No candidate,Lyle Larson,,Texas,2016,False,0,True,73957
3374,Diego Bernal,No candidate,,Texas,2016,True,38649,False,0
3375,Ina Minjarez,No candidate,,Texas,2016,True,38622,False,0
3376,Justin Rodriguez,No candidate,,Texas,2016,True,38774,False,0
3377,Joy Dawson-Thomas,Kevin Roberts,"Eric Moquin: 1,735 (L)",Texas,2016,False,23991,False,35528
3378,No candidate,Dan Huberty,"Joseph McElligott: 3,501 (G) Scott Ford: 7,486 (L)",Texas,2016,False,0,True,49712
3379,No candidate,Briscoe Cain,"Ken Lowder: 6,653 (L)",Texas,2016,False,0,False,42287
3380,No candidate,Dennis Paul,,Texas,2016,False,0,True,47339
3381,No candidate,Tom Oliverson,,Texas,2016,False,0,False,62952
3382,Alma Allen,No candidate,,Texas,2016,True,40583,False,0
3383,No candidate,Mike Schofield,"Phil Kurtz: 9,854 (L)",Texas,2016,False,0,True,40001
3384,No candidate,Jim Murphy,,Texas,2016,False,0,True,54471
3385,Ben Rose,Sarah Davis,"Gilberto Velasquez, Jr.: 2,831 (L)",Texas,2016,False,38958,True,48192
3386,Jesse A. Ybanez,Gary Elkins,,Texas,2016,False,26905,True,32682
3387,Paul R. Gordon,Tony Dale,,Texas,2016,False,34077,True,41643
3388,Gene Wu,Kendall Baker,Dan Biggs: 735 (L),Texas,2016,True,18088,False,8178
3389,No candidate,Dwayne Bohac,,Texas,2016,False,0,True,31958
3390,Jarvis Johnson,No candidate,,Texas,2016,True,41913,False,0
3391,Armando Walle,No candidate,,Texas,2016,True,22349,False,0
3392,Senfronia Thompson,No candidate,,Texas,2016,True,33831,False,0
3393,"Harold Dutton, Jr.",No candidate,,Texas,2016,True,36280,False,0
3394,Ana Hernandez Luna,No candidate,,Texas,2016,True,26247,False,0
3395,Mary Ann Perez,Gilbert Pena,,Texas,2016,False,16287,True,10745
3396,Carol Alvarado,No candidate,,Texas,2016,True,25838,False,0
3397,Shawn Thierry,No candidate,,Texas,2016,False,39452,False,0
3398,Garnet Coleman,Matt Murphy,"Brian Harrison: 1,676 (G)",Texas,2016,True,43900,False,11985
3399,Jessica Farrar,No candidate,,Texas,2016,True,33633,False,0
3400,Hubert Vo,Bryan Chu,,Texas,2016,True,27613,False,15840
3401,Michael Shawn Kelly,Valoree Swanson,,Texas,2016,False,27893,False,47892
3402,No candidate,Scott Sandall,"Sherry Phipps: 2,333 (Constitution)",Utah,2016,False,0,True,11268
3403,No candidate,Jefferson Moss,,Utah,2016,False,0,False,1
3404,No candidate,Val Potter,,Utah,2016,False,0,False,1
3405,No candidate,Edward Redd,,Utah,2016,False,0,True,1
3406,David L. Clark,Curt Webb,,Utah,2016,False,3059,True,12522
3407,Donna Gibbons,Cory Maloy,Aaron Davis: 888 (L),Utah,2016,False,2673,False,12776
3408,Floyd Handley,Justin Fawson,,Utah,2016,False,4363,True,10182
3409,Matthew Frandsen,Gage Froerer,,Utah,2016,False,4563,True,8923
3410,Kathie Darby,Jeremy Peterson,,Utah,2016,False,4426,True,5561
3411,Jesse Garcia,Dixon M. Pitcher,Derryck Gordon: 788 (L),Utah,2016,False,4252,True,6228
3412,Amy Morgan,Kelly Miles,,Utah,2016,False,5161,False,9521
3413,No candidate,Mike Schultz,,Utah,2016,False,0,True,1
3414,Bob Buckles,Paul Ray,,Utah,2016,False,3706,True,9843
3415,No candidate,Karianne Lisonbee,,Utah,2016,False,0,False,1
3416,Rich Miller,Brad R. Wilson,,Utah,2016,False,3361,True,13864
3417,Tiffany Kopp,Stephen Handy,"Brent Zimmerman: 1,214 (L)",Utah,2016,False,3383,True,9778
3418,Christine Stenquist,Stewart Barlow,,Utah,2016,False,4775,True,12716
3419,No candidate,Timothy Hawkes,,Utah,2016,False,0,True,1
3420,Kurt Weiland,Raymond Ward,,Utah,2016,False,5154,True,13239
3421,Jon Marsh,Becky Edwards,,Utah,2016,False,4686,True,12223
3422,Rick Pollock,Douglas Sagers,,Utah,2016,False,4375,True,7912
3423,Sue Duckworth,Jamie White,,Utah,2016,True,5411,False,5002
3424,Sandra Hollins,Scott Hawkins,,Utah,2016,True,5464,False,2458
3425,Rebecca Chavez-Houck,No candidate,,Utah,2016,True,1,False,0
3426,Joel Briscoe,No candidate,,Utah,2016,True,1,False,0
3427,Angela Romero,No candidate,,Utah,2016,True,1,False,0
3428,No candidate,Mike Kennedy,,Utah,2016,False,0,True,1
3429,Brian King,No candidate,,Utah,2016,True,1,False,0
3430,Angela Urrea,Lee B. Perry,,Utah,2016,False,2751,True,13315
3431,Frank Bedolla,Mike Winder,,Utah,2016,False,4441,False,6306
3432,Elizabeth Weight,Sophia DiCaro,,Utah,2016,False,4234,True,3994
3433,Suzanne Harrison,LaVar Christensen,,Utah,2016,False,8534,True,8537
3434,Peter Tomala,Craig Hall,,Utah,2016,False,4160,True,4279
3435,Karen Kwan,Macade Jensen,,Utah,2016,False,6558,False,5485
3436,Mark Wheatley,Patricia Phaklides,Chelsea Travis: 941 (L),Utah,2016,True,6186,False,2841
3437,Patrice Arent,No candidate,,Utah,2016,True,1,False,0
3438,Carol Moss,Kris Kimball,,Utah,2016,True,10637,False,7186
3439,Charles Henderson,Eric Hutchings,,Utah,2016,False,4049,True,4971
3440,Paul R. Schulte,Jim Dunnigan,,Utah,2016,False,5342,True,7081
3441,Lynn Hemingway,Joseph F. Breault,,Utah,2016,True,10404,False,5058
3442,Chad S. Harrington,Dan McCay,,Utah,2016,False,3927,True,13291
3443,No candidate,Kim Coleman,,Utah,2016,False,0,True,1
3444,Edgar Harwood,Adam Gardiner,,Utah,2016,False,4674,False,7511
3445,Christine Passey,Bruce Cutler,,Utah,2016,False,7267,True,7544
3446,Nikki Cunard,Steven Eliason,,Utah,2016,False,6842,True,8390
3447,Marie Poulson,No candidate,"Lee Anne Walker: 3,932 (L)",Utah,2016,True,12547,False,0
3448,John Rendell,Ken Ivory,,Utah,2016,False,5263,True,7345
3449,No candidate,Keven Stratton,,Utah,2016,False,0,True,1
3450,Zach Robinson,Robert Spendlove,,Utah,2016,False,8134,True,10901
3451,Patty Rich,Susan Pulsipher,,Utah,2016,False,5121,False,15538
3452,Kyle Waters,Gregory Hughes,,Utah,2016,False,5007,True,10146
3453,Garr K. Smith,John Knotwell,,Utah,2016,False,4417,True,13020
3454,Cole R. Capener,Logan Wilde,,Utah,2016,False,5993,False,13111
3455,Rudi Kohler,Tim Quinn,,Utah,2016,False,9163,False,10042
3456,Wayne Stevens,Scott H. Chew,,Utah,2016,False,1534,True,12666
3457,No candidate,Kay Christofferson,,Utah,2016,False,0,True,1
3458,No candidate,Brian Greene,,Utah,2016,False,0,True,1
3459,No candidate,Derrin Owens,,Utah,2016,False,0,True,1
3460,Rachel Nelson,Val Peterson,,Utah,2016,False,2861,True,11065
3461,Brooke Swallow-Fenton,Bradley Daw,Tommy Williams: 541 (Independent American),Utah,2016,False,2738,True,10283
3462,No candidate,Keith Grover,,Utah,2016,False,0,True,1
3463,No candidate,Jon Stanard,,Utah,2016,False,0,True,1
3464,Nathan Smith Jones,Dean Sanpei,,Utah,2016,False,1428,True,5437
3465,No candidate,Norm Thurston,,Utah,2016,False,0,True,1
3466,No candidate,Francis Gibson,,Utah,2016,False,0,True,1
3467,No candidate,Mike McKell,,Utah,2016,False,0,True,1
3468,No candidate,Marc Roberts,,Utah,2016,False,0,True,1
3469,Cindee Beard,Merrill Nelson,"Kirk Pearson: 1,597 (Constitution)",Utah,2016,False,2819,True,10714
3470,Brad King,Christine Watkins,,Utah,2016,True,6610,False,6976
3471,William J. Groff,Carl R. Albrecht,,Utah,2016,False,3237,False,11764
3472,Chuck Goode,Brad Last,,Utah,2016,False,2892,True,12844
3473,No candidate,John Westwood,,Utah,2016,False,0,True,1
3474,Ty Markham,Michael Noel,,Utah,2016,False,5043,True,10193
3475,No candidate,Lowry Snow,,Utah,2016,False,0,True,1
3476,No candidate,Walt Brooks,,Utah,2016,False,0,True,1
3477,Derek Stanford,Neil Thannisch,,Washington,2016,True,43207,False,27661
3478,Shelley Kloba,Jim Langston,,Washington,2016,False,39076,False,31739
3479,No candidate,Andrew Barkis,"Amy Pivetta Hoffman: 24,544 (Independent Democrat)",Washington,2016,False,0,True,34167
3480,Derek Maynes,J.T. Wilcox,,Washington,2016,False,20413,True,39033
3481,Marcus Riccelli,No candidate,"Randy McGlenn, II: 16,260 (L)",Washington,2016,True,33484,False,0
3482,Timm Ormsby,Laura Carder,,Washington,2016,True,31878,False,19460
3483,Scott Stucker,Matthew Shea,,Washington,2016,False,24021,True,43914
3484,No candidate,"Bob McCaslin, Jr.",,Washington,2016,False,0,True,1
3485,Jason Ritchie,Jay Rodne,,Washington,2016,False,34954,True,37772
3486,Darcy Burner,Paul Graves,,Washington,2016,False,33838,False,39330
3487,Lynnette Vehrs,Mike Volz,,Washington,2016,False,30421,False,37702
3488,Shar Lichty,Jeff Holy,,Washington,2016,False,25302,True,42948
3489,No candidate,Shelly Short,,Washington,2016,False,0,True,1
3490,No candidate,Joel Kretz,"Mike Foster: 14,946 (L)",Washington,2016,False,0,True,49635
3491,No candidate,Rick Jansons,,Washington,2016,False,0,True,2375033711
3492,No candidate,Larry Haler,,Washington,2016,False,0,True,3457923211
3493,Jennifer Goulet,Mary Dye,,Washington,2016,False,17944,True,35640
3494,No candidate,Joe Schmick,,Washington,2016,False,0,True,1
3495,No candidate,Norma Smith,"Michael Scott: 18,778 (L)",Washington,2016,False,0,True,48178
3496,Doris Brevoort,Dave Hayes,,Washington,2016,False,29756,True,42962
3497,Zack Hudgins,Erin Smith Aboudara,,Washington,2016,True,34801,False,16511
3498,Steve Bergquist,No candidate,,Washington,2016,True,1,False,0
3499,Dan Maher,Cary Condotta,,Washington,2016,False,21653,True,36748
3500,No candidate,Mike Steele,,Washington,2016,False,0,False,2011230397
3501,No candidate,Tom Dent,,Washington,2016,False,0,True,1
3502,Jordan Webb,Matt Manweller,,Washington,2016,False,14507,True,35071
3503,Susan Soto Palmer,Norm Johnson,,Washington,2016,False,18393,True,35787
3504,Eric Adams,Gina McCabe,,Washington,2016,False,16914,True,36848
3505,No candidate,Bruce Chandler,,Washington,2016,False,0,True,1
3506,AJ Cooper,David Taylor,,Washington,2016,False,14491,True,21926
3507,Rebecca Francik,Bill Jenkin,,Washington,2016,False,18252,False,29812
3508,Gary Downing,Terry Nealey,,Washington,2016,False,15507,True,32860
3509,No candidate,Vicki Kraft,"Sam Kim: 28,585 (Independent Democrat)",Washington,2016,False,0,False,30552
3510,Martin Hash,Paul Harris,,Washington,2016,False,21602,True,36936
